t,I_batt,Tau_batt,Tau_fgic,C1_batt,C1_fgic
801.750000,0.000000,6.587654,6.445343,1777.795039,1739.036299
802.000000,0.000000,6.587654,6.446402,1777.795037,1737.592199
802.250000,0.000000,6.587654,6.445451,1777.795035,1738.890517
802.500000,0.000000,6.587654,6.446074,1777.795033,1738.040827
802.750000,0.000000,6.587654,6.445635,1777.795031,1738.639068
803.000000,0.000000,6.587654,6.446620,1777.795028,1737.293348
803.250000,0.000000,6.587654,6.445347,1777.795026,1739.029441
803.500000,0.000000,6.587654,6.446516,1777.795024,1737.434051
803.750000,0.000000,6.587654,6.446388,1777.795022,1737.609815
804.000000,0.000000,6.587654,6.446410,1777.795020,1737.581131
804.250000,0.000000,6.587654,6.445976,1777.795018,1738.174584
804.500000,0.000000,6.587654,6.445172,1777.795015,1739.267058
804.750000,0.000000,6.587654,6.446635,1777.795013,1737.272742
805.000000,0.000000,6.587654,6.445289,1777.795011,1739.108576
805.250000,0.000000,6.587654,6.445854,1777.795009,1738.340591
805.500000,0.000000,6.587654,6.445125,1777.795007,1739.331054
805.750000,0.000000,6.587654,6.445780,1777.795005,1738.441939
806.000000,0.000000,6.587654,6.445885,1777.795002,1738.297730
806.250000,0.000000,6.587654,6.445555,1777.795000,1738.747997
806.500000,0.000000,6.587654,6.445424,1777.794998,1738.926133
806.750000,0.000000,6.587654,6.446107,1777.794996,1737.997386
807.000000,0.000000,6.587654,6.446743,1777.794994,1737.126533
807.250000,0.000000,6.587654,6.446060,1777.794992,1738.063897
807.500000,0.000000,6.587654,6.446811,1777.794989,1737.033255
807.750000,0.000000,6.587654,6.445965,1777.794987,1738.191770
808.000000,0.000000,6.587654,6.446837,1777.794985,1736.996521
808.250000,0.000000,6.587654,6.446257,1777.794983,1737.792635
808.500000,0.000000,6.587654,6.446414,1777.794981,1737.579483
808.750000,0.000000,6.587654,6.446231,1777.794979,1737.830558
809.000000,0.000000,6.587654,6.445299,1777.794977,1739.098730
809.250000,0.000000,6.587654,6.445285,1777.794974,1739.117286
809.500000,0.000000,6.587654,6.446403,1777.794972,1737.593040
809.750000,0.000000,6.587654,6.446226,1777.794970,1737.833152
810.000000,0.000000,6.587654,6.446893,1777.794968,1736.918553
810.250000,0.000000,6.587654,6.445671,1777.794966,1738.590367
810.500000,0.000000,6.587654,6.446722,1777.794964,1737.151690
810.750000,0.000000,6.587654,6.446033,1777.794961,1738.094967
811.000000,0.000000,6.587654,6.445626,1777.794959,1738.650787
811.250000,0.000000,6.587654,6.446902,1777.794957,1736.904898
811.500000,0.000000,6.587654,6.445589,1777.794955,1738.700377
811.750000,0.000000,6.587654,6.446613,1777.794953,1737.302267
812.000000,0.000000,6.587654,6.445301,1777.794951,1739.093513
812.250000,0.000000,6.587654,6.445350,1777.794948,1739.025141
812.500000,0.000000,6.587654,6.446447,1777.794946,1737.528967
812.750000,0.000000,6.587654,6.446895,1777.794944,1736.913398
813.000000,0.000000,6.587654,6.445567,1777.794942,1738.731662
813.250000,0.000000,6.587654,6.446137,1777.794940,1737.952963
813.500000,0.000000,6.587654,6.445600,1777.794938,1738.684851
813.750000,0.000000,6.587654,6.446552,1777.794936,1737.383419
814.000000,0.000000,6.587654,6.445754,1777.794933,1738.474183
814.250000,0.000000,6.587654,6.445336,1777.794931,1739.043555
814.500000,0.000000,6.587654,6.446316,1777.794929,1737.707394
814.750000,0.000000,6.587654,6.446635,1777.794927,1737.270225
815.000000,0.000000,6.587654,6.445370,1777.794925,1738.996043
815.250000,0.000000,6.587654,6.446050,1777.794923,1738.068598
815.500000,0.000000,6.587654,6.445836,1777.794921,1738.358690
815.750000,0.000000,6.587654,6.446426,1777.794918,1737.555096
816.000000,0.000000,6.587654,6.445251,1777.794916,1739.154958
816.250000,0.000000,6.587654,6.445421,1777.794914,1738.925823
816.500000,0.000000,6.587654,6.446199,1777.794912,1737.866395
816.750000,0.000000,6.587654,6.445895,1777.794910,1738.280960
817.000000,0.000000,6.587654,6.446502,1777.794908,1737.452674
817.250000,0.000000,6.587654,6.445618,1777.794905,1738.661091
817.500000,0.000000,6.587654,6.446164,1777.794903,1737.916275
817.750000,0.000000,6.587654,6.446227,1777.794901,1737.831664
818.000000,0.000000,6.587654,6.446325,1777.794899,1737.697570
818.250000,0.000000,6.587654,6.446200,1777.794897,1737.866736
818.500000,0.000000,6.587654,6.446737,1777.794895,1737.131136
818.750000,0.000000,6.587654,6.446584,1777.794893,1737.342220
819.000000,0.000000,6.587654,6.445648,1777.794890,1738.620696
819.250000,0.000000,6.587654,6.446214,1777.794888,1737.849815
819.500000,0.000000,6.587654,6.446081,1777.794886,1738.031599
819.750000,0.000000,6.587654,6.445389,1777.794884,1738.975110
820.000000,0.000000,6.587654,6.446207,1777.794882,1737.857773
820.250000,0.000000,6.587654,6.446171,1777.794880,1737.906551
820.500000,0.000000,6.587654,6.445172,1777.794878,1739.264782
820.750000,0.000000,6.587654,6.445483,1777.794875,1738.842841
821.000000,0.000000,6.587654,6.446268,1777.794873,1737.770671
821.250000,0.000000,6.587654,6.446141,1777.794871,1737.943203
821.500000,0.000000,6.587654,6.446507,1777.794869,1737.440505
821.750000,0.000000,6.587654,6.446144,1777.794867,1737.940224
822.000000,0.000000,6.587654,6.445235,1777.794865,1739.178291
822.250000,0.000000,6.587654,6.446825,1777.794863,1737.008979
822.500000,0.000000,6.587654,6.446895,1777.794860,1736.914306
822.750000,0.000000,6.587654,6.445651,1777.794858,1738.616814
823.000000,0.000000,6.587654,6.445849,1777.794856,1738.348626
823.250000,0.000000,6.587654,6.446368,1777.794854,1737.640186
823.500000,0.000000,6.587654,6.446653,1777.794852,1737.248095
823.750000,0.000000,6.587654,6.446820,1777.794850,1737.019333
824.000000,0.000000,6.587654,6.445319,1777.794848,1739.070997
824.250000,0.000000,6.587654,6.446906,1777.794845,1736.900907
824.500000,0.000000,6.587654,6.446851,1777.794843,1736.975498
824.750000,0.000000,6.587654,6.446500,1777.794841,1737.457473
825.000000,0.000000,6.587654,6.446344,1777.794839,1737.670968
825.250000,0.000000,6.587654,6.445577,1777.794837,1738.716909
825.500000,0.000000,6.587654,6.445294,1777.794835,1739.101001
825.750000,0.000000,6.587654,6.446703,1777.794833,1737.176399
826.000000,0.000000,6.587654,6.445340,1777.794830,1739.035997
826.250000,0.000000,6.587654,6.446472,1777.794828,1737.492782
826.500000,0.000000,6.587654,6.446036,1777.794826,1738.090959
826.750000,0.000000,6.587654,6.446356,1777.794824,1737.655291
827.000000,0.000000,6.587654,6.446675,1777.794822,1737.216854
827.250000,0.000000,6.587654,6.446085,1777.794820,1738.025591
827.500000,0.000000,6.587654,6.446670,1777.794818,1737.223337
827.750000,0.000000,6.587654,6.445832,1777.794815,1738.370199
828.000000,0.000000,6.587654,6.446429,1777.794813,1737.554107
828.250000,0.000000,6.587654,6.446675,1777.794811,1737.215864
828.500000,0.000000,6.587654,6.446919,1777.794809,1736.878087
828.750000,0.000000,6.587654,6.446465,1777.794807,1737.502872
829.000000,0.000000,6.587654,6.446310,1777.794805,1737.713226
829.250000,0.000000,6.587654,6.445995,1777.794803,1738.145335
829.500000,0.000000,6.587654,6.446524,1777.794800,1737.419608
829.750000,0.000000,6.587654,6.446169,1777.794798,1737.906502
830.000000,0.000000,6.587654,6.446615,1777.794796,1737.295925
830.250000,0.000000,6.587654,6.445945,1777.794794,1738.213128
830.500000,0.000000,6.587654,6.446494,1777.794792,1737.461837
830.750000,0.000000,6.587654,6.445299,1777.794790,1739.091655
831.000000,0.000000,6.587654,6.445421,1777.794788,1738.925712
831.250000,0.000000,6.587654,6.446549,1777.794786,1737.386980
831.500000,0.000000,6.587654,6.446665,1777.794783,1737.225586
831.750000,0.000000,6.587654,6.445928,1777.794781,1738.235010
832.000000,0.000000,6.587654,6.446096,1777.794779,1738.004785
832.250000,0.000000,6.587654,6.445185,1777.794777,1739.242828
832.500000,0.000000,6.587654,6.446380,1777.794775,1737.613889
832.750000,0.000000,6.587654,6.445337,1777.794773,1739.036295
833.000000,0.000000,6.587654,6.446144,1777.794771,1737.938361
833.250000,0.000000,6.587654,6.445270,1777.794768,1739.129479
833.500000,0.000000,6.587654,6.446107,1777.794766,1737.990676
833.750000,0.000000,6.587654,6.445160,1777.794764,1739.279610
834.000000,0.000000,6.587654,6.445591,1777.794762,1738.692475
834.250000,0.000000,6.587654,6.446453,1777.794760,1737.514359
834.500000,0.000000,6.587654,6.445254,1777.794758,1739.150235
834.750000,0.000000,6.587654,6.445347,1777.794756,1739.024100
835.000000,0.000000,6.587654,6.445832,1777.794754,1738.362716
835.250000,0.000000,6.587654,6.446374,1777.794751,1737.623720
835.500000,0.000000,6.587654,6.445795,1777.794749,1738.415764
835.750000,0.000000,6.587654,6.445353,1777.794747,1739.016853
836.000000,0.000000,6.587654,6.446577,1777.794745,1737.346583
836.250000,0.000000,6.587654,6.445692,1777.794743,1738.556345
836.500000,0.000000,6.587654,6.445807,1777.794741,1738.398270
836.750000,0.000000,6.587654,6.446233,1777.794739,1737.818257
837.000000,0.000000,6.587654,6.445941,1777.794737,1738.218471
837.250000,0.000000,6.587654,6.446275,1777.794734,1737.760119
837.500000,0.000000,6.587654,6.446392,1777.794732,1737.600833
837.750000,0.000000,6.587654,6.445881,1777.794730,1738.301170
838.000000,0.000000,6.587654,6.445499,1777.794728,1738.819853
838.250000,0.000000,6.587654,6.446576,1777.794726,1737.350736
838.500000,0.000000,6.587654,6.445553,1777.794724,1738.748671
838.750000,0.000000,6.587654,6.446357,1777.794722,1737.650001
839.000000,0.000000,6.587654,6.446708,1777.794720,1737.167806
839.250000,0.000000,6.587654,6.446251,1777.794717,1737.793378
839.500000,0.000000,6.587654,6.445729,1777.794715,1738.506494
839.750000,0.000000,6.587654,6.446078,1777.794713,1738.031512
840.000000,0.000000,6.587654,6.445482,1777.794711,1738.843630
840.250000,0.000000,6.587654,6.445153,1777.794709,1739.288147
840.500000,0.000000,6.587654,6.445284,1777.794707,1739.112792
840.750000,0.000000,6.587654,6.446869,1777.794705,1736.949139
841.000000,0.000000,6.587654,6.446349,1777.794703,1737.663939
841.250000,0.000000,6.587654,6.446502,1777.794700,1737.456109
841.500000,0.000000,6.587654,6.445515,1777.794698,1738.804314
841.750000,0.000000,6.587654,6.445683,1777.794696,1738.576199
842.000000,0.000000,6.587654,6.446496,1777.794694,1737.466692
842.250000,0.000000,6.587654,6.446228,1777.794692,1737.832722
842.500000,0.000000,6.587654,6.446930,1777.794690,1736.868788
842.750000,0.000000,6.587654,6.445641,1777.794688,1738.631921
843.000000,0.000000,6.587654,6.445425,1777.794686,1738.926879
843.250000,0.000000,6.587654,6.445123,1777.794683,1739.334012
843.500000,0.000000,6.587654,6.446819,1777.794681,1737.019853
843.750000,0.000000,6.587654,6.446447,1777.794679,1737.528378
844.000000,0.000000,6.587654,6.446388,1777.794677,1737.609208
844.250000,0.000000,6.587654,6.445491,1777.794675,1738.831164
844.500000,0.000000,6.587654,6.446713,1777.794673,1737.164138
844.750000,0.000000,6.587654,6.445351,1777.794671,1739.025684
845.000000,0.000000,6.587654,6.446220,1777.794669,1737.840806
845.250000,0.000000,6.587654,6.446921,1777.794666,1736.877383
845.500000,0.000000,6.587654,6.446356,1777.794664,1737.654067
845.750000,0.000000,6.587654,6.446724,1777.794662,1737.149595
846.000000,0.000000,6.587654,6.445808,1777.794660,1738.402455
846.250000,0.000000,6.587654,6.445858,1777.794658,1738.335492
846.500000,0.000000,6.587654,6.446280,1777.794656,1737.760815
846.750000,0.000000,6.587654,6.446806,1777.794654,1737.038287
847.000000,0.000000,6.587654,6.446708,1777.794652,1737.174609
847.250000,0.000000,6.587654,6.446569,1777.794649,1737.364002
847.500000,0.000000,6.587654,6.445490,1777.794647,1738.836738
847.750000,0.000000,6.587654,6.445662,1777.794645,1738.601734
848.000000,0.000000,6.587654,6.445285,1777.794643,1739.114155
848.250000,0.000000,6.587654,6.446375,1777.794641,1737.631194
848.500000,0.000000,6.587654,6.445153,1777.794639,1739.293983
848.750000,0.000000,6.587654,6.446523,1777.794637,1737.428843
849.000000,0.000000,6.587654,6.446344,1777.794635,1737.674896
849.250000,0.000000,6.587654,6.446822,1777.794633,1737.018750
849.500000,0.000000,6.587654,6.446689,1777.794630,1737.200107
849.750000,0.000000,6.587654,6.445459,1777.794628,1738.879568
850.000000,0.000000,6.587654,6.446071,1777.794626,1738.044167
850.250000,0.000000,6.587654,6.446654,1777.794624,1737.246007
850.500000,0.000000,6.587654,6.445859,1777.794622,1738.331506
850.750000,0.000000,6.587654,6.445811,1777.794620,1738.396321
851.000000,0.000000,6.587654,6.446528,1777.794618,1737.414598
851.250000,0.000000,6.587654,6.446026,1777.794616,1738.101367
851.500000,0.000000,6.587654,6.445601,1777.794614,1738.679200
851.750000,0.000000,6.587654,6.446519,1777.794611,1737.426300
852.000000,0.000000,6.587654,6.445452,1777.794609,1738.882783
852.250000,0.000000,6.587654,6.445812,1777.794607,1738.394173
852.500000,0.000000,6.587654,6.445988,1777.794605,1738.155068
852.750000,0.000000,6.587654,6.445214,1777.794603,1739.209029
853.000000,0.000000,6.587654,6.445278,1777.794601,1739.123015
853.250000,0.000000,6.587654,6.445560,1777.794599,1738.739982
853.500000,0.000000,6.587654,6.445791,1777.794597,1738.425389
853.750000,0.000000,6.587654,6.446628,1777.794595,1737.280232
854.000000,0.000000,6.587654,6.446946,1777.794592,1736.841296
854.250000,0.000000,6.587654,6.446033,1777.794590,1738.093753
854.500000,0.000000,6.587654,6.445529,1777.794588,1738.778607
854.750000,0.000000,6.587654,6.445156,1777.794586,1739.283622
855.000000,0.000000,6.587654,6.446335,1777.794584,1737.678519
855.250000,0.000000,6.587654,6.445708,1777.794582,1738.534811
855.500000,0.000000,6.587654,6.445612,1777.794580,1738.664521
855.750000,0.000000,6.587654,6.446204,1777.794578,1737.856019
856.000000,0.000000,6.587654,6.446873,1777.794576,1736.938564
856.250000,0.000000,6.587654,6.445789,1777.794573,1738.423647
856.500000,0.000000,6.587654,6.446162,1777.794571,1737.913337
856.750000,0.000000,6.587654,6.445523,1777.794569,1738.783947
857.000000,0.000000,6.587654,6.445536,1777.794567,1738.768137
857.250000,0.000000,6.587654,6.445903,1777.794565,1738.268947
857.500000,0.000000,6.587654,6.446925,1777.794563,1736.869085
857.750000,0.000000,6.587654,6.445847,1777.794561,1738.345346
858.000000,0.000000,6.587654,6.445988,1777.794559,1738.151460
858.250000,0.000000,6.587654,6.446230,1777.794557,1737.821418
858.500000,0.000000,6.587654,6.445382,1777.794554,1738.978641
858.750000,0.000000,6.587654,6.446665,1777.794552,1737.224784
859.000000,0.000000,6.587654,6.445433,1777.794550,1738.905700
859.250000,0.000000,6.587654,6.445800,1777.794548,1738.406141
859.500000,0.000000,6.587654,6.445469,1777.794546,1738.858574
859.750000,0.000000,6.587654,6.446582,1777.794544,1737.340446
860.000000,0.000000,6.587654,6.446131,1777.794542,1737.958161
860.250000,0.000000,6.587654,6.446785,1777.794540,1737.060700
860.500000,0.000000,6.587654,6.446796,1777.794538,1737.046138
860.750000,0.000000,6.587654,6.446305,1777.794536,1737.722019
861.000000,0.000000,6.587654,6.445741,1777.794533,1738.493458
861.250000,0.000000,6.587654,6.445777,1777.794531,1738.443036
861.500000,0.000000,6.587654,6.446082,1777.794529,1738.026150
861.750000,0.000000,6.587654,6.446625,1777.794527,1737.282957
862.000000,0.000000,6.587654,6.446459,1777.794525,1737.511688
862.250000,0.000000,6.587654,6.445966,1777.794523,1738.185315
862.500000,0.000000,6.587654,6.445175,1777.794521,1739.262858
862.750000,0.000000,6.587654,6.445308,1777.794519,1739.081403
863.000000,0.000000,6.587654,6.446953,1777.794517,1736.834160
863.250000,0.000000,6.587654,6.446922,1777.794515,1736.876931
863.500000,0.000000,6.587654,6.446272,1777.794512,1737.767558
863.750000,0.000000,6.587654,6.446748,1777.794510,1737.112990
864.000000,0.000000,6.587654,6.445330,1777.794508,1739.049443
864.250000,0.000000,6.587654,6.446726,1777.794506,1737.144726
864.500000,0.000000,6.587654,6.445825,1777.794504,1738.375943
864.750000,0.000000,6.587654,6.446697,1777.794502,1737.184299
865.000000,0.000000,6.587654,6.446463,1777.794500,1737.506611
865.250000,0.000000,6.587654,6.446906,1777.794498,1736.898972
865.500000,0.000000,6.587654,6.446912,1777.794496,1736.891400
865.750000,0.000000,6.587654,6.445483,1777.794494,1738.843337
866.000000,0.000000,6.587654,6.445556,1777.794491,1738.744105
866.250000,0.000000,6.587654,6.445562,1777.794489,1738.734381
866.500000,0.000000,6.587654,6.445190,1777.794487,1739.238680
866.750000,0.000000,6.587654,6.446594,1777.794485,1737.323268
867.000000,0.000000,6.587654,6.446773,1777.794483,1737.078652
867.250000,0.000000,6.587654,6.446060,1777.794481,1738.057682
867.500000,0.000000,6.587654,6.445910,1777.794479,1738.261509
867.750000,0.000000,6.587654,6.445492,1777.794477,1738.830900
868.000000,0.000000,6.587654,6.446467,1777.794475,1737.498822
868.250000,0.000000,6.587654,6.446816,1777.794473,1737.021468
868.500000,0.000000,6.587654,6.445846,1777.794470,1738.347963
868.750000,0.000000,6.587654,6.445989,1777.794468,1738.152503
869.000000,0.000000,6.587654,6.446060,1777.794466,1738.055932
869.250000,0.000000,6.587654,6.445148,1777.794464,1739.296202
869.500000,0.000000,6.587654,6.446594,1777.794462,1737.323959
869.750000,0.000000,6.587654,6.446194,1777.794460,1737.873157
870.000000,0.000000,6.587654,6.446585,1777.794458,1737.339000
870.250000,0.000000,6.587654,6.445977,1777.794456,1738.171182
870.500000,0.000000,6.587654,6.446382,1777.794454,1737.618614
870.750000,0.000000,6.587654,6.445951,1777.794452,1738.206912
871.000000,0.000000,6.587654,6.446453,1777.794450,1737.517991
871.250000,0.000000,6.587654,6.445332,1777.794447,1739.047206
871.500000,0.000000,6.587654,6.446020,1777.794445,1738.110533
871.750000,0.000000,6.587654,6.446870,1777.794443,1736.944098
872.000000,0.000000,6.587654,6.445775,1777.794441,1738.442246
872.250000,0.000000,6.587654,6.445223,1777.794439,1739.191751
872.500000,0.000000,6.587654,6.446791,1777.794437,1737.052102
872.750000,0.000000,6.587654,6.446264,1777.794435,1737.777424
873.000000,0.000000,6.587654,6.445352,1777.794433,1739.021506
873.250000,0.000000,6.587654,6.445820,1777.794431,1738.385919
873.500000,0.000000,6.587654,6.446146,1777.794429,1737.940346
873.750000,0.000000,6.587654,6.446722,1777.794427,1737.151386
874.000000,0.000000,6.587654,6.446118,1777.794424,1737.977913
874.250000,0.000000,6.587654,6.446206,1777.794422,1737.856770
874.500000,0.000000,6.587654,6.446608,1777.794420,1737.305924
874.750000,0.000000,6.587654,6.445251,1777.794418,1739.155094
875.000000,0.000000,6.587654,6.446720,1777.794416,1737.150679
875.250000,0.000000,6.587654,6.446264,1777.794414,1737.777370
875.500000,0.000000,6.587654,6.446038,1777.794412,1738.086712
875.750000,0.000000,6.587654,6.445527,1777.794410,1738.782648
876.000000,0.000000,6.587654,6.446401,1777.794408,1737.590233
876.250000,0.000000,6.587654,6.445665,1777.794406,1738.597897
876.500000,0.000000,6.587654,6.445981,1777.794404,1738.166266
876.750000,0.000000,6.587654,6.446429,1777.794402,1737.553613
877.000000,0.000000,6.587654,6.445157,1777.794399,1739.287265
877.250000,0.000000,6.587654,6.445456,1777.794397,1738.882078
877.500000,0.000000,6.587654,6.446544,1777.794395,1737.395110
877.750000,0.000000,6.587654,6.446165,1777.794393,1737.913183
878.000000,0.000000,6.587654,6.446966,1777.794391,1736.812462
878.250000,0.000000,6.587654,6.446514,1777.794389,1737.433344
878.500000,0.000000,6.587654,6.445574,1777.794387,1738.716837
878.750000,0.000000,6.587654,6.445452,1777.794385,1738.880640
879.000000,0.000000,6.587654,6.446345,1777.794383,1737.665637
879.250000,0.000000,6.587654,6.445432,1777.794381,1738.908481
879.500000,0.000000,6.587654,6.446272,1777.794379,1737.765798
879.750000,0.000000,6.587654,6.445809,1777.794376,1738.398269
880.000000,0.000000,6.587654,6.445950,1777.794374,1738.205360
880.250000,0.000000,6.587654,6.446512,1777.794372,1737.437187
880.500000,0.000000,6.587654,6.446762,1777.794370,1737.095095
880.750000,0.000000,6.587654,6.446899,1777.794368,1736.906073
881.000000,0.000000,6.587654,6.445757,1777.794366,1738.468483
881.250000,0.000000,6.587654,6.446171,1777.794364,1737.904878
881.500000,0.000000,6.587654,6.446051,1777.794362,1738.069013
881.750000,0.000000,6.587654,6.446352,1777.794360,1737.657576
882.000000,0.000000,6.587654,6.446293,1777.794358,1737.738405
882.250000,0.000000,6.587654,6.445476,1777.794356,1738.851283
882.500000,0.000000,6.587654,6.445849,1777.794354,1738.344500
882.750000,0.000000,6.587654,6.445304,1777.794352,1739.085024
883.000000,0.000000,6.587654,6.446792,1777.794349,1737.052665
883.250000,0.000000,6.587654,6.445681,1777.794347,1738.572360
883.500000,0.000000,6.587654,6.446002,1777.794345,1738.133593
883.750000,0.000000,6.587654,6.445343,1777.794343,1739.030471
884.000000,0.000000,6.587654,6.446060,1777.794341,1738.053391
884.250000,0.000000,6.587654,6.445303,1777.794339,1739.082208
884.500000,0.000000,6.587654,6.446197,1777.794337,1737.866377
884.750000,0.000000,6.587654,6.446919,1777.794335,1736.875946
885.000000,0.000000,6.587654,6.445947,1777.794333,1738.209593
885.250000,0.000000,6.587654,6.446514,1777.794331,1737.434510
885.500000,0.000000,6.587654,6.445979,1777.794329,1738.164431
885.750000,0.000000,6.587654,6.446152,1777.794327,1737.928564
886.000000,0.000000,6.587654,6.446561,1777.794325,1737.369577
886.250000,0.000000,6.587654,6.445784,1777.794322,1738.432656
886.500000,0.000000,6.587654,6.445963,1777.794320,1738.189618
886.750000,0.000000,6.587654,6.446473,1777.794318,1737.490892
887.000000,0.000000,6.587654,6.445760,1777.794316,1738.466966
887.250000,0.000000,6.587654,6.446790,1777.794314,1737.057582
887.500000,0.000000,6.587654,6.446569,1777.794312,1737.362828
887.750000,0.000000,6.587654,6.445884,1777.794310,1738.298543
888.000000,0.000000,6.587654,6.446114,1777.794308,1737.986790
888.250000,0.000000,6.587654,6.445193,1777.794306,1739.239415
888.500000,0.000000,6.587654,6.446717,1777.794304,1737.158642
888.750000,0.000000,6.587654,6.445771,1777.794302,1738.453425
889.000000,0.000000,6.587654,6.445181,1777.794300,1739.255764
889.250000,0.000000,6.587654,6.445876,1777.794298,1738.312018
889.500000,0.000000,6.587654,6.445363,1777.794295,1739.010568
889.750000,0.000000,6.587654,6.446621,1777.794293,1737.292659
890.000000,0.000000,6.587654,6.446301,1777.794291,1737.733039
890.250000,0.000000,6.587654,6.446924,1777.794289,1736.877494
890.500000,0.000000,6.587654,6.446832,1777.794287,1737.003607
890.750000,0.000000,6.587654,6.445820,1777.794285,1738.389094
891.000000,0.000000,6.587654,6.446260,1777.794283,1737.787617
891.250000,0.000000,6.587654,6.445338,1777.794281,1739.045346
891.500000,0.000000,6.587654,6.446939,1777.794279,1736.857181
891.750000,0.000000,6.587654,6.446484,1777.794277,1737.483364
892.000000,0.000000,6.587654,6.445952,1777.794275,1738.211218
892.250000,0.000000,6.587654,6.446425,1777.794273,1737.562872
892.500000,0.000000,6.587654,6.446011,1777.794271,1738.128333
892.750000,0.000000,6.587654,6.445498,1777.794269,1738.825714
893.000000,0.000000,6.587654,6.446274,1777.794266,1737.768300
893.250000,0.000000,6.587654,6.445489,1777.794264,1738.839367
893.500000,0.000000,6.587654,6.445986,1777.794262,1738.162342
893.750000,0.000000,6.587654,6.445506,1777.794260,1738.814633
894.000000,0.000000,6.587654,6.446525,1777.794258,1737.423248
894.250000,0.000000,6.587654,6.446187,1777.794256,1737.885219
894.500000,0.000000,6.587654,6.445803,1777.794254,1738.407678
894.750000,0.000000,6.587654,6.445994,1777.794252,1738.148044
895.000000,0.000000,6.587654,6.446569,1777.794250,1737.359367
895.250000,0.000000,6.587654,6.445253,1777.794248,1739.153896
895.500000,0.000000,6.587654,6.446456,1777.794246,1737.513708
895.750000,0.000000,6.587654,6.445628,1777.794244,1738.643769
896.000000,0.000000,6.587654,6.446483,1777.794242,1737.476533
896.250000,0.000000,6.587654,6.446931,1777.794240,1736.861731
896.500000,0.000000,6.587654,6.445740,1777.794238,1738.492978
896.750000,0.000000,6.587654,6.446623,1777.794235,1737.285292
897.000000,0.000000,6.587654,6.446665,1777.794233,1737.228293
897.250000,0.000000,6.587654,6.446077,1777.794231,1738.033446
897.500000,0.000000,6.587654,6.446349,1777.794229,1737.661460
897.750000,0.000000,6.587654,6.446809,1777.794227,1737.030742
898.000000,0.000000,6.587654,6.445554,1777.794225,1738.746918
898.250000,0.000000,6.587654,6.446094,1777.794223,1738.010772
898.500000,0.000000,6.587654,6.445425,1777.794221,1738.922021
898.750000,0.000000,6.587654,6.446496,1777.794219,1737.461208
899.000000,0.000000,6.587654,6.445821,1777.794217,1738.384012
899.250000,0.000000,6.587654,6.445170,1777.794215,1739.266391
899.500000,0.000000,6.587654,6.445895,1777.794213,1738.280652
899.750000,0.000000,6.587654,6.446948,1777.794211,1736.836495
900.000000,0.000000,6.587654,6.445917,1777.794209,1738.248595
900.250000,0.000000,6.587654,6.445468,1777.794207,1738.857833
900.500000,0.000000,6.587654,6.445975,1777.794205,1738.170700
900.750000,0.000000,6.587654,6.446719,1777.794202,1737.151900
901.000000,0.000000,6.587654,6.446199,1777.794200,1737.864570
901.250000,0.000000,6.587654,6.445235,1777.794198,1739.176565
901.500000,0.000000,6.587654,6.446052,1777.794196,1738.066195
901.750000,0.000000,6.587654,6.446357,1777.794194,1737.650731
902.000000,0.000000,6.587654,6.445331,1777.794192,1739.048829
902.250000,0.000000,6.587654,6.445476,1777.794190,1738.850811
902.500000,0.000000,6.587654,6.445814,1777.794188,1738.388788
902.750000,0.000000,6.587654,6.445924,1777.794186,1738.239596
903.000000,0.000000,6.587654,6.445915,1777.794184,1738.252804
903.250000,0.000000,6.587654,6.445255,1777.794182,1739.148933
903.500000,0.000000,6.587654,6.446283,1777.794180,1737.748508
903.750000,0.000000,6.587654,6.446663,1777.794178,1737.228862
904.000000,0.000000,6.587654,6.446331,1777.794176,1737.683698
904.250000,0.000000,6.587654,6.445865,1777.794174,1738.321542
904.500000,0.000000,6.587654,6.446748,1777.794172,1737.111850
904.750000,0.000000,6.587654,6.446818,1777.794169,1737.014261
905.000000,0.000000,6.587654,6.446979,1777.794167,1736.791679
905.250000,0.000000,6.587654,6.446587,1777.794165,1737.331031
905.500000,0.000000,6.587654,6.445435,1777.794163,1738.902749
905.750000,0.000000,6.587654,6.445762,1777.794161,1738.456869
906.000000,0.000000,6.587654,6.446677,1777.794159,1737.207452
906.250000,0.000000,6.587654,6.446609,1777.794157,1737.301404
906.500000,0.000000,6.587654,6.446888,1777.794155,1736.918548
906.750000,0.000000,6.587654,6.446349,1777.794153,1737.659874
907.000000,0.000000,6.587654,6.446846,1777.794151,1736.978490
907.250000,0.000000,6.587654,6.445462,1777.794149,1738.869590
907.500000,0.000000,6.587654,6.445828,1777.794147,1738.369851
907.750000,0.000000,6.587654,6.446887,1777.794145,1736.918870
908.000000,0.000000,6.587654,6.445274,1777.794143,1739.121249
908.250000,0.000000,6.587654,6.445486,1777.794141,1738.832963
908.500000,0.000000,6.587654,6.445438,1777.794139,1738.898939
908.750000,0.000000,6.587654,6.446174,1777.794137,1737.895715
909.000000,0.000000,6.587654,6.445944,1777.794135,1738.208395
909.250000,0.000000,6.587654,6.445650,1777.794133,1738.607932
909.500000,0.000000,6.587654,6.446517,1777.794130,1737.422521
909.750000,0.000000,6.587654,6.446898,1777.794128,1736.900165
910.000000,0.000000,6.587654,6.445283,1777.794126,1739.105946
910.250000,0.000000,6.587654,6.446035,1777.794124,1738.083918
910.500000,0.000000,6.587654,6.446286,1777.794122,1737.740197
